name,map_label,x_px,y_px,map_x,map_y,grid,region,sector,category,coordinate_source,svg_occurrence,canon,hyperroutes,wookieepedia
"Janara","Janara","2168.109","2646.169","5.32","-458.485","L-14","Inner Rim","Sin sector registrado","planet","svg","svg-0682","legends","","https://starwars.fandom.com/wiki/Janara_III"
"Pitrolea","Pitrolea","2184.527","2725.317","6.184","-471.431","L-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Pitrolea"
"Ketal","Ketal","2187.13","2746.854","7.54","-482.651","L-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ketal"
"Wroona","Wroona","2345.879","2750.829","97.298","-517.513","L-15","Inner Rim","Sin sector registrado","planet","svg","svg-1595","legends","Harrin Trade Corridor | Rimma Trade Route","https://starwars.fandom.com/wiki/Wroona"
"Harrin","Harrin","2309.609","2732.089","81.578","-502.162","L-15","Inner Rim","Harrin","planet","svg","svg-0591","legends","Corellian Trade Spine | Harrin Trade Corridor","https://starwars.fandom.com/wiki/Harrin"
"Moorja","Moorja","2318.067","2809.867","75.753","-515.478","L-15","Inner Rim","Sin sector registrado","planet","catalog","","canon","Corellian Trade Spine","https://starwars.fandom.com/wiki/Moorja"
"Calus","Calus","2287.089","2777.309","68.17","-525.835","L-15","Inner Rim","Perinn","planet","svg","svg-0239","legends","Corellian Trade Spine","https://starwars.fandom.com/wiki/Calus"
"Ukatis","Ukatis","2234.108","2810.045","32.014","-515.571","L-15","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ukatis"
"Shalam","Shalam","2531.653","1426.868","187.023","205.01","M-7","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Shalam"
"Bogden","Bogden","2363.879","1446.959","105.91","177.988","M-8","Inner Rim","Sin sector registrado","planet","svg","svg-0200","canon","Hydian Way","https://starwars.fandom.com/wiki/Bogden"
"Omonoth","Omonoth","2402.629","1569.809","126.979","106.621","M-8","Inner Rim","Sin sector registrado","planet","svg","svg-1045","legends","","https://starwars.fandom.com/wiki/Omonoth"
"Mindor","Mindor","2406.629","1503.209","134.253","147.061","M-8","Inner Rim","Sin sector registrado","planet","svg","svg-0910","legends","","https://starwars.fandom.com/wiki/Mindor"
"Tala","Tala","2574.748","1705.136","209.474","60.043","N-9","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Tala_system"
"Mantessa","Mantessa","2475.09","1574.785","157.556","127.951","M-8","Inner Rim","Orus","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Mantessa"
"Ejolus","Ejolus","2467.043","1458.818","153.364","188.365","M-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ejolus"
"Poderis","Poderis","2517.454","1594.665","179.626","117.594","M-8","Inner Rim","Orus","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Poderis"
"Hijarna","Hijarna","2503.253","1620.7","172.228","104.031","M-8","Inner Rim","Orus","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Hijarna"
"Dagary Minor","Dagary Minor","2544.907","1469.232","193.928","182.94","M-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Dagary_Minor"
"Joiol","Joiol","2529.486","1626.503","185.894","101.008","M-8","Inner Rim","Orus","planet","catalog","","legends","Perlemian Trade Route","https://starwars.fandom.com/wiki/Joiol"
"Vurdon Ka","Vurdon Ka","2484.599","1599.209","169.022","94.414","M-9","Inner Rim","Darlonn","planet","svg","svg-1577","legends","Perlemian Trade Route","https://starwars.fandom.com/wiki/Vurdon_Ka"
"Adari","Adari","2487.969","1630.339","169.804","77.983","M-9","Inner Rim","Adari","planet","svg","svg-0012","legends","","https://starwars.fandom.com/wiki/Adari"
"Sochi","Sochi","2530.829","1652.149","193.292","64.667","M-9","Inner Rim","Sin sector registrado","planet","svg","svg-1331","legends","","https://starwars.fandom.com/wiki/Sochi"
"Aleen","Aleen","2266.349","1255.709","37.917","232.62","L-7","Mid Rim","Kordu","planet","svg","svg-0038","canon","","https://starwars.fandom.com/wiki/Aleen"
"Hillindor","Hillindor","2488.191","2519.455","164.381","-364.185","M-13","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Hillindor_system"
"Atzerri","Atzerri","2518.279","2524.519","189.4","-394.434","M-13","Inner Rim","Sin sector registrado","planet","svg","svg-0114","canon","Shipwrights' Trace","https://starwars.fandom.com/wiki/Atzerri"
"Las Lagon","Las Lagon","2450.126","2571.837","144.551","-391.474","M-13","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Las_Lagon"
"Affa","Affa","2439.259","2528.079","153.058","-391.937","M-13","Inner Rim","Sin sector registrado","planet","svg","svg-0021","canon","","https://starwars.fandom.com/wiki/Affa"
"Foless","Foless","2365.849","2525.859","110.228","-381.838","M-13","Colonies","Sin sector registrado","planet","svg","svg-0496","legends","Corellian Trade Spine","https://starwars.fandom.com/wiki/Foless"
"Kooriva","Kooriva","2467.549","2582.089","158.514","-424.394","M-14","Inner Rim","Sin sector registrado","planet","svg","svg-0773","canon","","https://starwars.fandom.com/wiki/Kooriva"
"Heptalia","Heptalia","2519.529","2689.167","180.707","-452.598","M-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Heptalia"
"Borao","Borao","2507.637","2703.544","174.512","-460.088","M-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Borao"
"Vaklin","Vaklin","2520.249","2673.679","190.232","-472.387","M-14","Inner Rim","Sin sector registrado","planet","svg","svg-1523","legends","","https://starwars.fandom.com/wiki/Vaklin"
"Roundtree","Roundtree","2433.974","2716.146","136.136","-466.653","M-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Roundtree_system"
"Arkam","Arkam","2423.889","2672.159","140.112","-472.479","M-14","Inner Rim","Sin sector registrado","planet","svg","svg-0092","legends","","https://starwars.fandom.com/wiki/Arkam_system"
"Xeron","Xeron","2410.829","2686.799","133.824","-479.784","M-14","Inner Rim","Sin sector registrado","planet","svg","svg-1603","legends","","https://starwars.fandom.com/wiki/Xeron"
"Beltrix III","Beltrix III","2393.681","2658.103","115.145","-436.415","M-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Beltrix_III"
"Bestine","Bestine","2361.629","2560.709","105.991","-410.801","M-14","Inner Rim","Sin sector registrado","planet","svg","svg-0185","canon","Corellian Trade Spine","https://starwars.fandom.com/wiki/Bestine"
"Myrkr","Myrkr","2677.579","1330.219","270.755","234.947","N-7","Inner Rim","Sumitra","planet","svg","svg-0953","legends","","https://starwars.fandom.com/wiki/Myrkr"
"Comkin V","Comkin V","2579.996","1403.858","212.208","216.997","N-7","Inner Rim","Nouane","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Comkin_V"
"Telerath","Telerath","2592.599","1374.959","223.766","210.709","N-7","Inner Rim","Nouane","planet","svg","svg-1407","legends","","https://starwars.fandom.com/wiki/Telerath"
"Kroctar","Kroctar","2622.241","1424.447","234.216","206.271","N-7","Inner Rim","Shataum","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kroctar"
"Nouane","Nouane","2568.799","1421.459","203.298","193.543","N-8","Inner Rim","Nouane","planet","svg","svg-1018","canon","","https://starwars.fandom.com/wiki/Nouane"
"Phateem","Phateem","2576.147","1466.155","210.203","184.543","N-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Phateem"
"Levian","Levian","2668.746","1450.363","258.443","192.77","N-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Levian_Two"
"Carest","Carest","2736.196","1459.238","293.582","188.146","N-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Carest_1"
"Obroa-skai","Obroa-skai","2722.149","1448.999","291.64","175.016","N-8","Inner Rim","Sin sector registrado","planet","svg","svg-1031","canon","","https://starwars.fandom.com/wiki/Obroa-skai"
"Asrat","Asrat","2694.661","1519.589","271.944","156.706","N-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Asrat"
"Filordis","Filordis","2618.049","1499.429","238.839","146.997","N-8","Inner Rim","Larrin","planet","svg","svg-0491","legends","","https://starwars.fandom.com/wiki/Filordis"
"Tirahnn","Tirahnn","2650.759","1557.209","262.46","119.502","N-8","Inner Rim","Zeemacht Cluster","planet","svg","svg-1448","canon","Perlemian Trade Route","https://starwars.fandom.com/wiki/Tirahnn"
"Relatta","Relatta","2603.15","1603.073","224.27","113.214","N-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","Perlemian Trade Route","https://starwars.fandom.com/wiki/Relatta_system"
"Berchest","Berchest","2562.759","1533.269","209.844","127.455","N-8","Inner Rim","Anthos","planet","svg","svg-0178","legends","","https://starwars.fandom.com/wiki/Berchest"
"Ktil","Ktil","2710.479","1610.359","285.948","87.6","N-9","Inner Rim","Ktilac Regions","planet","svg","svg-0787","legends","","https://starwars.fandom.com/wiki/Ktil"
"Colla IV","Colla IV","2637.939","1641.769","242.394","93.055","N-9","Inner Rim","Sin sector registrado","planet","catalog","","canon","","https://starwars.fandom.com/wiki/Colla_IV"
"Berri","Berri","2594.749","1651.139","224.362","66.331","N-9","Inner Rim","Sin sector registrado","planet","svg","svg-0179","legends","","https://starwars.fandom.com/wiki/Berri"
"Kloper","Kloper","2570.059","1749.312","207.031","37.029","N-9","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kloper"
"Korev VII","Korev VII","2603.791","1755.741","224.604","33.68","N-9","Inner Rim","Zaric","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Korev_VII"
"Vorsia","Vorsia","2623.493","1778.46","234.868","21.844","N-9","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Vorsia_system"
"Corvanni IV","Corvanni IV","2617.103","1789.288","231.539","16.203","N-9","Inner Rim","Neshig","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Corvanni_IV"
"Gelviddis Cluster","Gelviddis Cluster","2669.465","1769.053","258.818","26.745","N-9","Inner Rim","Sin sector registrado","misc","catalog","","legends","","https://starwars.fandom.com/wiki/Gelviddis_Cluster"
"Manress","Manress","2721.229","1727.439","291.738","26.375","N-9","Inner Rim","Sin sector registrado","planet","svg","svg-0873","legends","","https://starwars.fandom.com/wiki/Manress"
"H'ratth","H'ratth","2647.402","1847.074","247.324","-13.901","N-10","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/H%27ratth"
"Pavo Prime","Pavo Prime","2682.015","1849.915","265.356","-15.381","N-10","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Pavo_Prime"
"Telti","Telti","2709.439","1788.569","286.902","-6.966","N-10","Inner Rim","Sin sector registrado","planet","svg","svg-1409","legends","","https://starwars.fandom.com/wiki/Telti"
"Dartessex IV","Dartessex IV","2668.525","1907.779","258.328","-45.526","N-10","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Dartessex_IV"
"Mokk IX","Mokk IX","2721.066","1920.383","285.7","-52.092","N-10","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Mokk_IX"
"Fadden","Fadden","2742.544","2073.034","296.889","-131.617","N-11","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Fadden"
"Antar","Antar","2701.379","2176.339","282.833","-210.402","N-12","Inner Rim","Sin sector registrado","planet","svg","svg-0072","canon","Nanth'ri Route","https://starwars.fandom.com/wiki/Antar"
"Ailon","Ailon","2652.909","2238.849","258.791","-243.507","N-12","Inner Rim","Sin sector registrado","planet","svg","svg-0029","legends","","https://starwars.fandom.com/wiki/Ailon"
"Atapap I","Atapap I","2663.2","2298.993","255.554","-249.333","N-12","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Atapap_I"
"Gendrah-Narvin","Gendrah-Narvin","2641.191","2403.719","244.088","-303.891","N-13","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Gendrah-Narvin_system"
"Iseno","Iseno","2581.819","2360.229","220.323","-307.682","N-13","Inner Rim","Iseno","planet","svg","svg-0667","legends","Corellian Run","https://starwars.fandom.com/wiki/Iseno"
"Denon","Denon","2594.679","2377.339","227.905","-316.559","N-13","Inner Rim","Sin sector registrado","planet","svg","svg-0379","canon","Corellian Run | Hydian Way","https://starwars.fandom.com/wiki/Denon"
"Perithal VI","Perithal VI","2640.125","2454.128","243.533","-330.152","N-13","Inner Rim","Sin sector registrado","planet","catalog","","legends","Corellian Run","https://starwars.fandom.com/wiki/Perithal_VI"
"Sagar","Sagar","2595.409","2415.379","230.124","-335.608","N-13","Inner Rim","Sin sector registrado","planet","svg","svg-1238","legends","Hydian Way","https://starwars.fandom.com/wiki/Sagar_system"
"Spirana","Spirana","2666.218","2479.867","257.126","-343.561","N-13","Inner Rim","Sin sector registrado","planet","catalog","","legends","Corellian Run","https://starwars.fandom.com/wiki/Spirana"
"Ronyards","Ronyards","2597.819","2442.979","230.864","-350.681","N-13","Inner Rim","Sin sector registrado","planet","svg","svg-1218","legends","Hydian Way","https://starwars.fandom.com/wiki/Ronyards"
"Genon","Genon","2632.299","2459.459","249.451","-359.188","N-13","Inner Rim","Sin sector registrado","planet","svg","svg-0535","legends","","https://starwars.fandom.com/wiki/Genon"
"Ord Vaxal","Ord Vaxal","2667.104","2543.944","257.588","-376.943","N-13","Inner Rim","Callia","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ord_Vaxal"
"Chardaan","Chardaan","2605.929","2552.089","233.868","-399.16","N-13","Inner Rim","Sin sector registrado","planet","svg","svg-0277","legends","Hydian Way | Shipwrights' Trace","https://starwars.fandom.com/wiki/Chardaan"
"Babbadod","Babbadod","2621.947","2599.883","234.063","-406.085","N-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","Hydian Way","https://starwars.fandom.com/wiki/Babbadod"
"Itani","Itani","2600.47","2617.455","222.874","-415.239","N-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Itani_system"
"Shibric","Shibric","2624.078","2659.702","235.173","-437.248","N-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","Hydian Way","https://starwars.fandom.com/wiki/Shibric"
"Dargulli","Dargulli","2568.164","2668.754","206.044","-441.964","N-14","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Dargulli"
"Paonid","Paonid","2789.624","1501.484","321.416","166.138","O-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Paonid_system"
"Gravan Seven","Gravan Seven","2824.414","1511.957","339.54","160.682","O-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Gravan_Seven"
"Korda Six","Korda Six","2801.694","1540.177","327.704","145.98","O-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Korda_Six"
"Pengalan","Pengalan","2811.357","1564.2","332.738","133.465","O-8","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Pengalan"
"Dalcretti","Dalcretti","2760.719","1553.979","313.227","117.375","O-8","Inner Rim","Sin sector registrado","planet","svg","svg-0352","legends","Perlemian Trade Route","https://starwars.fandom.com/wiki/Dalcretti_system"
"Taanab","Taanab","2836.549","1570.709","353.359","110.162","O-8","Inner Rim","Sin sector registrado","planet","svg","svg-1373","canon","Hapan Spine | Perlemian Trade Route","https://starwars.fandom.com/wiki/Taanab"
"Hapes","Hapes","2829.799","1677.959","350.642","53.377","O-9","Inner Rim","Hapes Cluster","planet","svg","svg-0589","legends","","https://starwars.fandom.com/wiki/Hapes"
"Onderon & Dxun","Onderon","2871.599","1749.589","370.615","17.405","O-9","Inner Rim","Japrael","planet","svg","svg-1046","canon","Lesser Lantillian Route","https://starwars.fandom.com/wiki/Onderon"
"Telkur Station","Telkur Station","2818.173","1739.914","336.289","41.925","O-9","Inner Rim","Hapes Cluster","station","catalog","","legends","","https://starwars.fandom.com/wiki/Telkur_Station"
"Chosper","Chosper","2824.335","1741.473","339.499","41.113","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Chosper"
"Andalia","Andalia","2814.991","1731.823","334.631","46.14","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Lorell Route","https://starwars.fandom.com/wiki/Andalia"
"Sennex","Sennex","2816.027","1727.564","335.171","48.359","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Lorell Route","https://starwars.fandom.com/wiki/Sennex"
"Daruvvia","Daruvvia","2818.093","1723.297","336.247","50.582","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Lorell Route","https://starwars.fandom.com/wiki/Daruvvia"
"Ket","Ket","2818.703","1720.149","336.565","52.222","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Lorell Route","https://starwars.fandom.com/wiki/Ket"
"Lovola","Lovola","2820.769","1713.851","337.641","55.503","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Lorell Route","https://starwars.fandom.com/wiki/Lovola"
"Maires","Maires","2819.849","1686.589","337.923","57.267","O-9","Inner Rim","Hapes Cluster","planet","svg","svg-0858","legends","Lorell Route","https://starwars.fandom.com/wiki/Maires"
"Vergill","Vergill","2822.393","1708.739","338.487","58.166","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Lorell Route","https://starwars.fandom.com/wiki/Vergill"
"Modus","Modus","2825.203","1707.384","339.951","58.872","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Rynmar Trail","https://starwars.fandom.com/wiki/Modus"
"Charubah","Charubah","2825.101","1710.465","339.898","57.267","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Charubah"
"Cheruba","Cheruba","2830.689","1711.006","342.809","56.985","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Cheruba"
"Relephon","Relephon","2833.499","1712.937","344.273","55.979","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Relephon"
"Wodan","Wodan","2832.111","1714.596","343.55","55.115","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Wodan"
"Divora","Divora","2828.385","1717.304","341.609","53.704","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Divora"
"Algnadesh","Algnadesh","2831.704","1716.187","343.338","54.286","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Algnadesh"
"Sargon","Sargon","2830.791","1704.134","342.862","60.565","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Rynmar Trail","https://starwars.fandom.com/wiki/Sargon"
"Febrini","Febrini","2840.068","1705.353","347.695","59.93","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Rynmar Trail","https://starwars.fandom.com/wiki/Febrini"
"Zadaria","Zadaria","2841.523","1707.419","348.453","58.854","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Zadaria"
"Phelope","Phelope","2841.455","1709.213","348.418","57.919","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Phelope"
"Jodaka","Jodaka","2827.952","1726.03","341.383","49.158","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Jodaka"
"Stalsinek","Stalsinek","2828.629","1730.228","341.736","46.971","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Stalsinek"
"Nantuker","Nantuker","2833.152","1734.261","344.092","44.87","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Nantuker"
"k'Farri","k'Farri","2839.686","1739.102","347.496","42.348","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/k%27Farri"
"Calfa","Calfa","2856.209","1730.096","356.104","47.04","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Calfa"
"Dreena","Dreena","2860.747","1725.694","358.468","49.333","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Dreena"
"Reboam","Reboam","2863.964","1717.366","360.144","53.672","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Reboam"
"Shedu Maad","Shedu Maad","2860.578","1706.159","358.38","59.51","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Shedu_Maad"
"Terephon","Terephon","2855.735","1703.722","355.857","60.78","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Hapan Spine","https://starwars.fandom.com/wiki/Terephon"
"Zalori","Zalori","2855.295","1702.434","355.628","61.451","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Hapan Spine | Rynmar Trail","https://starwars.fandom.com/wiki/Zalori"
"Orelon","Orelon","2847.085","1696.351","351.351","64.62","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Orelon"
"Rynmar","Rynmar","2851.391","1700.495","353.594","62.461","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","Rynmar Trail","https://starwars.fandom.com/wiki/Rynmar"
"Rainboh","Rainboh","2856.023","1698.435","356.007","63.534","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Rainboh"
"Roqoo Depot","Roqoo Depot","2867.962","1700.646","362.227","62.382","O-9","Inner Rim","Hapes Cluster","station","catalog","","legends","Hapan Spine","https://starwars.fandom.com/wiki/Roqoo_Depot"
"Talcharaim","Talcharaim","2836.432","1721.136","345.801","51.708","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Talcharaim"
"Sivoria","Sivoria","2835.998","1719.241","345.575","52.695","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Sivoria"
"Farnica","Farnica","2836.054","1717.452","345.604","53.627","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Farnica"
"Novi","Novi","2836.325","1715.799","345.745","54.488","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Novi"
"Gallinore","Gallinore","2837.083","1714.175","346.14","55.334","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Gallinore"
"Baldavia","Baldavia","2838.545","1715.177","346.902","54.812","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Baldavia"
"Theselon","Theselon","2840.198","1715.611","347.763","54.586","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Theselon"
"Millinar","Millinar","2839.954","1717.561","347.636","53.57","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Millinar"
"Lalmy'ash","Lalmy'ash","2840.279","1719.295","347.805","52.667","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Lalmy'ash"
"Archais","Archais","2841.118","1720.621","348.242","51.976","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Archais"
"Selab","Selab","2843.231","1721.326","349.343","51.609","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Selab"
"Jovaria","Jovaria","2846.049","1721.813","350.811","51.355","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Jovaria"
"Thrakia","Thrakia","2847.782","1722.951","351.714","50.762","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Thrakia"
"Lemmi","Lemmi","2847.836","1721.001","351.742","51.778","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Lemmi"
"Harterra","Harterra","2844.287","1720.46","349.893","52.06","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Harterra"
"Ut","Ut","2845.235","1719.375","350.387","52.625","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ut"
"Arabanth","Arabanth","2845.101","1716.316","350.317","54.219","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Arabanth"
"Carlania","Carlania","2844.586","1714.363","350.049","55.236","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Carlania"
"Ediorung","Ediorung","2843.421","1712.523","349.442","56.195","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ediorung"
"Tumani","Tumani","2845.832","1712.686","350.698","56.11","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Tumani"
"Tinta","Tinta","2847.673","1713.498","351.657","55.687","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Tinta"
"Rbollea","Rbollea","2848.648","1714.31","352.165","55.264","O-9","Inner Rim","Hapes Cluster","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Rbollea"
"Porus Vida","Porus Vida","2912.605","1749.105","385.484","37.137","O-9","Inner Rim","Sin sector registrado","planet","catalog","","legends","Lesser Lantillian Route","https://starwars.fandom.com/wiki/Porus_Vida"
"Ambria","Ambria","2884.242","1847.686","370.708","-14.22","O-10","Inner Rim","Airon","planet","catalog","","legends","Lesser Lantillian Route","https://starwars.fandom.com/wiki/Ambria"
"Taboon","Taboon","2864.479","1821.659","368.951","-23.097","O-10","Inner Rim","Airon","planet","svg","svg-1374","legends","Lesser Lantillian Route","https://starwars.fandom.com/wiki/Taboon"
"Ithull","Ithull","2879.889","1823.069","376.164","-24.392","O-10","Inner Rim","Airon","planet","svg","svg-0673","legends","","https://starwars.fandom.com/wiki/Ithull"
"Merson","Merson","2860.349","1849.709","367.379","-36.505","O-10","Inner Rim","Airon","planet","svg","svg-0894","legends","Lesser Lantillian Route","https://starwars.fandom.com/wiki/Merson"
"Virujansi","Virujansi","2863.159","1876.789","369.413","-52.503","O-10","Inner Rim","Sin sector registrado","planet","svg","svg-1561","canon","Great Kashyyyk Branch | Trellen Trade Route","https://starwars.fandom.com/wiki/Virujansi"
"Zeltros","Zeltros","2836.239","1910.329","353.019","-69.569","O-10","Inner Rim","Sin sector registrado","planet","svg","svg-1635","canon","Great Kashyyyk Branch | Lesser Lantillian Route | Lorell Route | Trellen Trade Route","https://starwars.fandom.com/wiki/Zeltros"
"Mattri","Mattri","2840.525","1993.335","347.933","-90.097","O-10","Inner Rim","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Mattri_system"
"Rasterous","Rasterous","2761.359","1994.578","306.691","-90.745","O-10","Inner Rim","Sin sector registrado","planet","catalog","","legends","Trellen Trade Route","https://starwars.fandom.com/wiki/Rasterous"
